providerId,name,credentialsArray,activeLicensures,languages,education,experience,specialtyAreas,specialtyCategories,introAndBackground,carePhilosophy,favoriteHobbies,favoriteFoods,imageUploaded
610,Joanna Chin,"RD, CDN","NY
NJ
AZ",English and Cantonese,BS Nutrition and Dietetics ,5 years experience as a Registered Dietitian,"Weight management, mindful eating, chronic disease, diabetes, heart health, geriatrics, digestive health","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities","Joanna Chin is a NY and NJ-based Registered Dietitian. She comes to Foodsmart with a diverse background in clinical, food service management, corporate wellness and public health. She uses her 10 years of nutrition counseling experience to help clients build confidence in forming and maintaining healthy relationships with food, exercise, and their bodies. ","Joanna believes in a non-diet, all foods fit approach when working with clients. ",Exploring for the best foods and restaurants; playing tennis; puzzles,Sushi and French fries,TRUE
580,Jacob Dowling,"RD, CDCES","
IL
FL
AZ",English,"University of Oklahoma Health Sciences Center, Nutrition & Dietetics, 2014",9 years as a Registered Dietitian,"Diabetes, Weight Management, Mindful/Intuitive Eating","Obesity & Weight Management, Diabetes/Prediabetes/Metabolic Health","Jacob is a Central Florida Registered Dietitian who is passionate about helping individuals lose weight and heal from diabetes. He has worked with children, young families, and adults -- all with the aim of eating healthier and living active, healthy lifestyles. ","I do not believe in a one-sized fits all approach. I meet you where you are at! I WILL help you move past the barriers and accomplish your health goals! We work together and YOU are the center of everything we discuss. Eating whole, natural foods as God designed them is vital to your success. Do not worry, you can still eat your favorite treat foods! ","Sports (Football, Basketball, Frisbee, Disc Golf, etc.) Guitar, Singing, Board Games",Pizza! Anything my wife makes!,TRUE
615,Margaret Schroeder,"MPH, RDN","FL
OR

MT
AZ
CA
WI","English, Spanish","- John H. Stroger Hospital and Dominican University, Dietetic Internship, Clinical Nutrition, 2022
- University of North Carolina at Chapel Hill, Master of Public Health, Dietetics, 2022
- Connecticut College, Bachelor of Arts, Hispanic Studies and International Relations, 2016",1+ years of experience as a Registered Dietitian,"Mindful Eating, Intuitive Eating, Plant-Based Nutrition, Chronic Disease, Diabetes, Heart Disease, Geriatrics","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Margaret is a Registered Dietitian based in the San Diego are who is deeply passionate about educating clients on how to maintain and/or restore health through nutritious foods, and incorporates a HAES and intuitive eating approach to her practice. After earning her master’s degree in Public Health from UNC Chapel Hill’s Gillings School of Global Public Health, she completed her clinical rotation at the John H. Stroger, Jr Hospital of Cook County in Chicago, IL. In addition to her clinical rotation, Margaret completed a public health nutrition rotation with the Washington State Department of Public Health and WIC, and later collaborated with the private practice Purposeful Fueling, LLC where she helped assemble a cookbook for athletes. She most recently worked at a PACE center, where she focused on utilizing nutrition to ensure senior clients could lead healthy, happy and independent lives for as long as possible. As a former college athlete and a certified yoga instructor, Margaret firmly believes a healthy relationship with food and your body is essential to enjoying life - and that it is possible for everyone!","I am a non-diet, Health at Every Size (HAES) practitioner. I focus on my clients' health rather than their weight, and tailor my care to fit each individual's needs and health goals. I use a direct, yet gentle approach when helping clients navigate food, and advocate for the inclusion of whole, plant-based foods whenever possible. It is my hope that my clients will learn how to properly nourish their bodies by consuming balanced nutrition that is both realistic for their schedules and appropriate for their needs.","Cooking, running, yoga, painting, needlepointing, gardening, and hanging out with my dog Franklin.","Artichoke, Hearts of Palm, and Thai Curry!",TRUE
619,Yolanda Leal,RD,"CA


AZ","English, Spanish ","•California State University, Fresno: Master in Public Administration, 2020 
•Iowa State University: Dietetic Internship, 2019
•California State University, Fresno: BS Food & Nutritional Science - Dietetics & Food Administration",3 years of experience as a Registered Dietitian,"Diabetes, Chronic Disease, Renal, Weight management ","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Yolanda is a Central Valley-based Registered Dietitian who is passionate about promoting health and wellbeing, preventing disease, managing chronic disease, and cooking with culturally based food. She has worked in both inpatient and outpatient settings along with non-profit forming public policies surrounding access to healthy and affordable foods. ",I believe that valuable change takes place when an individual can have autonomy over their body and their goals. I work with patients and challenge them to create their own health goals. I work with patients to aid them in making sustainable changes in their current diet that will last long-term. The approach I take is ensuring my methods are sustainable and also realistic. We’ll work together to create the optimal diet for you and your goals and develop a positive relationship with food.,"Reading, building with Legos, traveling with my husband and kids, crafting","Avocados, nopales, cherries, watermelon, birria, trout, black beans",TRUE
619,Josie Read,RD,ID OR AZ,English,"University of Idaho, School of Family and Consumer Sciences, Dietetics 2016",7 years of experience as a Registered Dietitian ,"Chronic Diseases, Weight Management ","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Josie Read is a Registered Dietitian based in Boise, Idaho. She is passionate about helping people improve their well-being by adopting achievable and enjoyable healthy eating habits. Specializing in Lifestyle Medicine, Josie is committed to a growing field that employs lifestyle changes to prevent, treat, and potentially reverse common chronic diseases affecting many Americans today. Over the past 7 years, Josie has worked with a variety of patients in different settings, offering personalized consultations, interactive cooking and nutrition classes, as well as informative grocery store tours. Her expertise lies in equipping individuals with the skills and knowledge needed to become adept at healthy cooking.","As a dietitian, I understand that staying healthy requires ongoing work. It's tough because our surroundings often make unhealthy choices easier. Even as a dietitian, I'm always striving to improve my own eating habits. Healthy eating is like a spectrum. I help people understand the best ways to eat and why, but I also realize that everyone's journey to eating healthy is unique and changes daily. My role is to be a supportive guide, so you can discover how to eat in a way that nourishes your body and fits your goals and lifestyle. I know there's no one-size-fits-all ""perfect"" diet, and I'm here to help you create good habits and find pleasure in eating healthily. My main aim is to assist you in making healthy eating a normal part of your daily life, and remember, it's about progress, not perfection.","Camping, traveling, trail running, mountain biking, spending time with friends, cooking, and laughing","Asian cuisine, especially thai food. Potatoes in all of their forms, grilled kale, and corn on the cob are also among my top favorites. And when it comes to snacking, popcorn is at the top of my list!",TRUE
636,Rebekah Jarvis,"MS, RDN, CDN","NY
CA
AZ
NJ",English,"Rutgers University, Combined Master of Science-Dietetic Internship, Clinical Nutrition, 2021
Cornell University, Bachelor of Science, Nutritional Science, 2020",3 years of experience as a Registered Dietitian,"Weight management, Mindful Eating, Corporate Wellness, Sports Nutrition, Diabetes, Chronic Disease, Pediatrics, Geriatrics, Renal, Gut Health","Obesity & Weight Management, Chronic Conditions, Sports & Performance Nutrition","Rebekah is a dietitian credentialed in the NYC/NJ area, and local to the LA area. She is dedicated to simplifying nutrition to help people increase their quality of life. Rebekah believes that one's environment, emotions, and culture, impact the foods they eat. As a dietitian, her mission is to help people navigate their feelings and biases towards food, whether conscious or unconscious, to help them achieve their goals! ","I believe nutrition is individualized. How and what we eat is a combination of culture, emotions, lifestyle, and accessibility and availability to certain foods. I work with clients to add sustainable changes to your current lifestyle. Nutrition is less about restricting foods and more about adding healthy habits. We’ll work together to incorporate balance to help you achieve your goals!","Ceramics, horseback riding, Pilates, traveling, and trying new foods!","I'm Trini and Antiguan, so I love Caribbean food! From roti to doubles to fungie, I love it all!",TRUE
629,Esha Fletcher,"MS, RD","MA

MI
AZ",English,"University of Connecticut, Masters of Science in Health Promotion & Dietetic Internship, 2016
Michigan State University, Dietetics, 2013",7 years of experience as a Registered Dietitian ,"Renal, Geriatrics, Diabetes, Hypertension/Heart Disease","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Meet Esha, a Registered Dietitian from the Metro Detroit area with over 7 years of experience working to improve patients health and wellness. She has focused her career on guiding and supporting patients with kidney disease towards a healthier, more fulfilling lifestyle. Her compassion and expertise in nutrition and health promotion has helped her recognize the unique challenges that individuals face when trying to improve their health outcomes. She will work to help people build confidence and understanding on their health journey ","As I collaborate with a patient, my goal is to create a comfortable space where you can openly share your questions and concerns. I strive to help you feel confident with your food choices through nutrition education and a realistic approach. This is a partnership, so I am here to listen and offer nutrition guidance based on both professional knowledge and personal empathy. I'm here to support you in achieving your health and wellness goals and to make nutrition education fun!","Traveling, Trying new workouts, Shopping, Going to concerts",Jalapeno Avocado Hummus and Turkey tacos,TRUE
605,Sarah Zhang,"MS, RD, LD","TX
WI
IL
AZ",English,"- Texas Woman’s University, MS, Nutrition 2016
- Sage Graduate School, Dietetic Internship, 2013 
- University of Houston, BS, Human Nutrition and Food, 2009 ",9 years of experience as a Registered Dietitian,"Oncology, Integrative Medicine, Chronic Disease, Cardiac Health, Mindful Eating, Weight Management, Malnutrition","Obesity & Weight Management, Chronic Conditions","Sarah Zhang is a Registered Dietitian based in Austin, TX, with nine years of experience transforming lives through nutrition. Armed with a master's degree in nutrition, she has built a strong foundation in clinical nutrition at Houston Methodist in the Texas Medical Center, adeptly navigating an array of disease states from oncology to critical care. Her expertise also encompasses cardiovascular health, weight management, and malnutrition.

Sarah then ventured into integrative medicine at MD Anderson Cancer Center, seamlessly blending traditional practices with holistic principles. This journey speaks to her belief in comprehensive well-being, where nutrition nurtures the mind, body, and soul. A perpetual learner, Sarah stays ahead of the curve, staying abreast of the latest research to offer up-to-date guidance. With boundless compassion and dedication, she continues to empower individuals, underscoring the profound impact of nutrition on a fully lived life.","In my work, I strongly believe that making lasting changes takes time. I've found that the key to helping my clients succeed is by building real connections and creating personalized plans that fit your specific needs, surroundings, and situation. I know that your journey to better health is completely your own, so I'm dedicated to giving you guidance that's just right for you. By looking at the bigger picture and understanding your individual story, together we can make real and long-lasting improvements that will make a positive difference in your life for a long time.","Exploring the outdoors with my husband and two boys, trying my hand at cooking different cuisines, and diving into a world of books through reading."," I love Mediterranean dishes for their flavors, and I'm a fan of ripe, juicy fruits and pickled vegetables too.",TRUE
640,Alonzo Cuevas,RD,"

CA
AZ",English,"San Jose State University, Nutritional Sciences, Dietetics, 2015",2 years of experience as a Registered Dietitian ,"Weight management, Corporate Wellness, Sports Nutrition, Diabetes, Chronic Disease, Renal","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, Sports & Performance Nutrition","Alonzo is a Registered Dietitian who found his passion for helping others achieve their health goals through personal experiences with difficulty prioritizing his own health. This is what drives him to guide others on their health journey through personalized nutrition care plans. He has a wide variety of experiences over the last six years including sports nutrition, corporate wellness, and clinical experience. Working with such a diverse demographic has allowed him to implement science-based techniques based on personalized needs to help individuals find their way on their health journey. ","I believe the hardest part of making the appropriate changes needed to improve your health is starting. I know from personal experience how difficult and intimidating it can be to address your health concerns. However, I believe that having the support and guidance you need makes the world of a difference. I am here to help you find what works best for YOU so that we can make sustainable progress as opposed to short-lived results. I firmly believe having a positive relationship with food is a crucial part of maintaining a healthy lifestyle; you should be able to enjoy your favorite foods without feeling guilty! We will work together to identify realistic changes we can make based on YOUR lifestyle and YOUR goals. ","Weight lifting, hiking, playing sports, cooking, outdoor activities","Mexican food, steaks, pasta, burgers, omelets, home cooked BBQ",TRUE
637,Allie Coulter,"RD, LD, CDCES","AR
NV
WA

MN",English ,"University of Oklahoma, Dietetic Internship, 2014
Kansas State University, BS, Dietetics, Human Nutrition, Kinesiology, 2013",8 years of experience as a Registered Dietitian ,"Diabetes, Weight management, Chronic Disease, Mindful Eating, Vegetarian ","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Allie is an Arkansas based Registered Dietitian and Certified Diabetes Care and Education Specialist who is passionate about helping others improving their quality of life through nutrition and lifestyle changes. She has over eight years of experience with majority of her career spent in outpatient counseling, including a weight management program, diabetes education program and private practice. ","I believe in creating realistic and sustainable changes that fit your lifestyle. I understand nutrition can be overwhelming. I will work with you to provide education, accountability, and support during your health journey! ","Hiking, Sports, Travel, Concerts, Thrifting and Spending time with family, friends and her dog. ","Pizza, Sandwiches and Smoothies. ",TRUE
638,Andrea Quiroga,RD,"WA


AZ",English and Spanish,"University of North Florida, Bachelor's Nutrition and Dietetics, 2019
University of South Florida, Bachelor's Health Science, 2018",1 year of experience as a Registered Dietitian,"Weight management, Diabetes, Pediatrics, Gut Health, Renal, Oncology","Obesity & Weight Management, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities, Pediatrics & Adolescents","Andrea is a Registered Dietitian in the Pacific Northwest who is passionate about promoting sustainable long-term health, preventing disease, and healthy habits. She has worked in both the clinical and outpatient setting over the past 2 years. Specifically helping guide and motivate sustainable healthy habits in individuals who want to improve their nutrition. ","I believe that nutrition is an individualized approach and is a multi-step process. I like to meet patients where they are at and accomplish big goals by creating smaller detailed ones first. I believe food has the power to not only impact our health but the way that we feel on a day to day basis. Living a long, healthy, and energized life is what I strive to get everyone toward! We'll work together on creating healthy habits that will leave you feeling motivated and confident about nutrition. ","Hiking
Pickleball
Tennis
Gardening
Baseball games
Walks with my dog
Camping","Butter chicken, tacos, avocado taost with homemade sourdough bread, salads of anything and everything!",TRUE
644,Brooks Locke,RD,"AZ
GA

AZ",English ,"University of Georgia, Bachelor of Science, Dietetics, 2010",13 years of experience as a Registered Dietitian. ,"Weight Management, Diabetes, Bariatric Surgery ","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health","Brooks is based in middle Tennessee. She is passionate about helping people leverage nutrition to meet their health goals and improve their wellbeing and longevity. She has provided nutrition therapy for the past 13 years and focused in the areas of weight management, diabetes care, and nutrition for people with Bariatric surgery. ","I believe that a healthy nutrition plan will look different for every client I work with. There are many ways to build a successful plan. As we work together I will always take into account your personal goals, food preferences, lifestyle, health concerns, and beliefs to help you build a plan that works for you!","Gardening, baking, outdoor activities like hiking, biking, kayaking. ","Mushrooms, Pizza, Tacos, BLTs, Tomatoes, Honey Dew, Dark Chocolate ",TRUE
616,Meagan Reisinger,"MS, RD","FL
WI

AZ",English,"Florida State University, MS, Food and Nutrition Science, 2022
Florida State University, Dietetic Internship, Clinical Nutrition, 2022
Florida State University, BS, Dietetics, 2020",1 year of experience as a Registered Dietitian,"Weight Management, Diabetes, Renal, Gut Health, Mindful Eating, Intuitive Eating, Eating Disorders, Heart Health","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities","Meagan is a people first Dietitian, passionate about using her extensive knowledge in the field of nutrition to ease the daily struggle people face when it comes to creating a balanced lifestyle that is right for them. A healthy, balanced lifestyle looks different for everyone. Meagan ensures each client is provided with an individualized experience that fits each client's unique needs. She has experience as a clinical dietitian working with a variety of chronic conditions. She also has experience working with eating disorder clients across a wide range of ages. Meagan offers a safe environment for clients to feel truly heard where real progress can be made. She works to help you find the best in you. ","People struggle everyday with their body image, food choices, and desire to feel heard by health care professionals. I pride myself on my ability to not only listen to people but truly hear them, empathize with them, and individualize my approach to help them best meet their goals. Health does not have one look, but millions of looks special to each individual person. We will work together to find what happiness and health looks like for you. I believe in practicing the 10 principles of intuitive eating to provide clients with a kinder and gentler approach to nutrition. Everyday does not need to be an internal battle to find peace with food. I am a listener. I am an educator. I am the helping hand to ease the burden and pressure of implementing a nutritious lifestyle. Life can be hard but together we can make it just a little easier. ","pickle ball, gym, beach, cooking","pizza, avocado, bananas, dark chocolate, dates, steak",TRUE
657,Sheren Dari,"MS, RD, LDN","NC
WI

AZ","English, Arabic, Spanish","BGSU, Masters in Food and Nutrition + Dietetic Internship 2019
East Carolina University, BS,  Food Science 2013",4 years of experience as a Registered Dietitian,"Diabetes, Renal, Cholesterol, Weight management, Chronic disease, Mindful eating, Geriatrics","Obesity & Weight Management, Chronic Conditions, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities","Sheren enjoys taking care of her clients and always finding a solution to any problem her clients may face.  Sheren is based out of Eastern North Carolina and is an advocate for healthy lifestyle while still enjoying meals.  She has worked in multiple environments such as clinical, wellness and general business with over 8 years under her belt.  Sheren believes that communication is crucial to truly encourage clients to make an impactful change.  Her ability to communicate in 3 languages helps drive that point home.
","In order to make impactful changes, it is important to really understand the client and tailor their diet accordingly. Things such as current eating habits, culture, and lifestyle are crucial for me to allow them to make realistic and achievable goals. Empowering clients to brainstorm changes that they can make will help create the optimal diet and lifestyle tailored just for them.   ","Nature walks, Travel, Spending time with my family, listening to podcasts","NY style Pizza, Butter chicken, Arepas, Salads",TRUE
651,Katie Skoglund,RD,"WI

AZ",English,"Mt. Mary University, Dietetic Internship, 2019
University of Wisconsin at Madison, Didactic Program in Dietetics, 2018
University of Texas at Austin, BA, Sociology, 2011",1.5 years of experience as a Registered Dietitian,"Health Coaching, Pediatrics, Family system, Mindful Eating, Intuitive Eating, Eating for Pregnancy","Obesity & Weight Management, GI & Digestive Health; Food Sensitivities, Pediatrics & Adolescents","Katie is a Wisconsin based Registered Dietitian with a passion to help you find freedom with your health. She has worked with families and individuals facing a variety of obstacles to health. She is a believer in the power of intuitive eating to help you reestablish a healthy relationship with food. Her aim is to help you uncover your own motivation for moving forward, break down the barriers, and make nutrition accessible and understandable. ","I believe in starting where you're at. You likely come to the conversation with some history with ""health and nutrition"" and I want to honor and respect your experience in this field. We will unpack where you've been with dieting/health and where you want to go. We'll focus on what matters most to you and I'll help you find the path forward. Food is a gift and eating should bring joy. You deserve to know how to eat to feel nourished and supported throughout your day. I am excited to learn more about you and share in your journey toward a healthier, thriving you!","Hiking, kayaking, painting, gardening",Guacamole and Chips,TRUE
605,Sarah Zhang,"MS, RD, LD","TX
WI
IL
AZ",English ,"- Texas Woman’s University, MS, Nutrition, 2016
- Sage Graduate School, Dietetic Internship, 2013
- University of Houston, BS, Human Nutrition and Food, 2009",9 years of experience as a Registered Dietitian ,"Oncology, Weight Management, Integrative Medicine, Chronic Diseases, Cardiac Health, Malnutrition","Obesity & Weight Management, Chronic Conditions","Sarah Zhang is a Registered Dietitian based in Austin, TX, with nine years of experience transforming lives through nutrition. Armed with a master's degree in nutrition, she has built a strong foundation in clinical nutrition at Houston Methodist in the Texas Medical Center, adeptly navigating an array of disease states from oncology to critical care. Her expertise also encompasses cardiovascular health, weight management, oncology, and malnutrition.

Sarah then ventured into integrative medicine at MD Anderson Cancer Center, seamlessly blending traditional practices with holistic principles. This journey speaks to her belief in comprehensive well-being, where nutrition nurtures the mind, body, and soul. A perpetual learner, Sarah stays ahead of the curve, staying abreast of the latest research to offer up-to-date guidance. With boundless compassion and dedication, she continues to empower individuals, underscoring the profound impact of nutrition on a fully lived life.","In my work, I strongly believe that making lasting changes takes time. I've found that the key to helping my clients succeed is by building real connections and creating personalized plans that fit your specific needs, surroundings, and situation. I know that your journey to better health is completely your own, so I'm dedicated to giving you guidance that's just right for you. By looking at the bigger picture and understanding your individual story, together we can make real and long-lasting improvements that will make a positive difference in your life for a long time.","Exploring the outdoors with my husband and two boys, trying my hand at cooking different cuisines, and diving into a world of books through reading.","I really enjoy Mediterranean dishes for their flavors, and I'm a fan of ripe, juicy fruits and pickled vegetables too.",TRUE
606,Makayla Loveless,"MS, RDN, LDN","TN


AZ",English,"East Tennessee State University, Master of Science and Dietetics Program, Clinical Nutrition, 2021
East Tennessee State University, Bachelor of Science, Nutrition, 2019",2 years of experience as a Registered Dietitian,Heart Health,Chronic Conditions,"Makayla is an East Tennessee-based Registered Dietitian with over two years of experience working in inpatient and outpatient rehabilitation settings. She has taught nutrition workshops in cardiac rehab, performed live cooking demonstrations with a focus on heart healthy eating, performed nutrient assessments in a skilled nursing rehab facility, and counseled patients with a range of health conditions. Through her work, Makayla has developed a passionate for helping people heal and reach their health goals through dietary changes.","My mission is to help people reach their health goals through nutrition. My priority is to listen to my clients to better understand the most appropriate course of action. I want to work alongside my clients to create sustainable changes. I want clients to fill empowered that little changes over time make a huge impact in reaching their goals. I believe that through substituting foods with healthier options and adding more nutritious food, people can fill less deprived and more satisfied with their eating plans.","Disc golf, reading, hiking","Sushi, Italian food",TRUE
661,Sarah Mercier,"MSCN, RDN, LDN","PA
WI

AZ",English,"Immaculata University, MS, Clinical Nutrition, 2022
Immaculata University, Dietetic Internship, 2021
Johnson & Wales University, Providence, BS, Culinary Nutrition, 2015",1.5 years of experience as a Registered Dietitian; 7 years of experience in nutrition field,Culinary Nutrition,"Obesity & Weight Management, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities","Sarah, a Registered Dietitian and trained chef, confidently shares her passion for wellness and nutrition by showcasing how healthy and delicious can coexist in the same dish. With her extensive experience in the Philadelphia school district and as a Wellness Manager, she utilizes many effective strategies to communicate nutrition information, encourage healthy habits, and help others reach their nutrition and health goals. Sarah firmly believes in making the healthy choice the easy choice, and she consistently strives to make health and goal attainment accessible and realistic for everyone.","I am passionate about helping people achieve their health and wellness goals through a personalized counseling approach based on empathy, evidence-based practice, and empowerment. I believe that every individual has unique nutrition needs, so I tailor my recommendations, goals, and sessions specifically to each client. I do not believe in labeling foods as good or bad, or in prescribing one style of eating for everyone. Instead, I work with a flexible approach to incorporate all of my clients' favorite foods, including sweets and treats, while encouraging them to try new food items or cooking styles. Together, we will make the healthy choice the easy choice in a way that works best for you. We will work together to reach your goals in the most realistic, positive, and achievable way. As a dietitian, my ultimate goal is to educate, empower, and support you in your health journey. We will work together to crush short-term and long-term goals and achieve a healthier, happier life!","Cooking, exercising, spending time with friends and family, and reading","French fries, broccoli, plums, goldfish crackers, Reese's cups, and grilled chicken",TRUE
672,Angela Comis,"RD, LDN","DE
WI

PA",English,"University of Delaware, Dietetic Internship, Clinical Nutrition, 2017
University of Delaware, BS, Clinical Nutrition, 2016",6 years of experience as a Registered Dietitian,"Pediatrics, Surgical Care, Gastrointestinal Diseases","GI & Digestive Health; Food Sensitivities, Pediatrics & Adolescents",Angela is a Delaware-based Registered and Licensed Dietitian Nutritionist with a passion for nutrition consulting. She has worked as a Clinical Dietitian for 6 years. Most recently working with adults but previously with pediatrics. ,"I like to start by meeting patients where they are at and figuring out which healthy changes to their current lifestyle and eating habits they are ready and able to make. Being able to take small steps in the right direction in order to not only accomplish their goals, but also sustain them is the most important part. I want to be your guide on this journey to becoming the best version of yourself!","Going to the gym, going for long walks, sitting on the beach","Calamari, any and all fruits",TRUE
649,Hannah Burnside,"MS, RDN, LD","MO


AZ",English,"Missouri State University, MS, Nutrition and Dietetics, 2021
Missouri State University, Dietetic Internship, 2020
Missouri State University, BS, Nutrition and Dietetics, Minor in Biomedical Science 2019",3 years of experience as a registered dietitian,"Chronic Disease, Intuitive Eating",Chronic Conditions,"Hannah is a dietitian in Missouri experienced in chronic disease nutrition management. During her three years as a registered dietitian, she has provided nutrition services in hospital, clinic, and community settings. ","I believe the most important concept when working with a patient is to meet them where they are. Everyone has a unique story to tell, and I will work to hear that story and make changes within their particular circumstances and challenges. I believe in a realistic approach to nutrition counseling and encourage patients to make small but meaningful changes to improve their health. ","Taking naps, going on walks, playing with my cat Biscuit",Chicken Parmesan,TRUE
660,Erinn Meyer,"RDN, LDN","OR

AZ
CO",English,"Brigham Young University, Dietetic Internship, Leadership Emphasis, 2011
Brigham Young University, BS, Dietetics, 2012",12 years of experience as a Registered Dietitian,"Weight Management, Corporate Wellness, Inflammatory Bowel Disease, Mindful Eating, Intuitive Eating",Obesity & Weight Management,"Erinn is a Registered Dietitian with experience in individual and group weight loss settings. She spent eighteen months in an upper-level management role involved with multiple committees centered on implementing successful weight loss strategies and individual training programs, but discovered her passion is working with individuals on their path to better health and wellness. She has watched several of her clients excel in their goals and enjoys making lasting connections.","I believe that nutrition needs to be realistic. We are all leading very different lifestyles, with different food preferences, cultural backgrounds, and family situations. I believe there is room for all foods in our diet, and that by eating more intuitively we can enjoy those foods. I love working together with clients to help them discover how to improve health and wellness and live their best life.","In my spare time I enjoy playing and watching sports with my family, hiking, camping, and reading.","I am happiest eating a slice of homemade bread, any fresh fruit, and barbecue from the smoker. ",TRUE
668,Dekeira Horne,"MS, RD","

AZ
NJ",English ,"University of Rhode Island, Masters of Science in Dietetics, 2022
Sodexo Dietetic Internship, Wellness Concentration, 2022
Rutgers University, Bachelors of Science in Nutritional Sciences, 2021
",2 years ,"Mental Health, Intuitive Eating, Wellness, Gut Health, Weight Management ","Obesity & Weight Management, GI & Digestive Health; Food Sensitivities","Dekeira Horne is a registered dietitian nutritionist, located in Central Jersey, who specializes in mental health and gut health, but also works in areas of weight management, women’s health and overall wellness. Dekeira is very passionate about helping clients improve their mental health through food and nutrition. She specifically focuses on anxiety, but has experience in treating depression, OCD, ADHD, and other psychiatric conditions. She has worked in clinical nutrition for about two years now, specifically pediatrics and geriatrics, but in her own personal life, has helped people of all ages. ","I am very liberal in my approach when it comes to nutrition education. I believe all foods fit & I do not believe in restrictive diets as I do not think they are effective. I love helping people become more intuitive with their eating and teaching people how to incorporate the foods that they like without stress inducing food rules. I also love helping people find healthier alternatives instead of completely removing foods from their diet. I cook a lot and create a lot of unique recipes that I love to share with people. I also focus a lot on lifestyle interventions that can help to improve self care such as meditation, affirmations/law of attraction, journaling, and much more. I use a very holistic approach where I take a look at the whole entire picture. I make nutrition fun and easy.","Dancing, listening to podcasts, cooking, traveling, content creation","Soul, food, seafood, and BBQ",TRUE
661,Sarah Mercier,"MSCN, RDN, LDN","PA
WI

AZ",English,"Immaculata University, MS, Clinical Nutrition, 2022
Immaculata University, Dietetic Internship, 2021
Johnson & Wales University, BS, Culinary Nutrition, 2015",1.5 years of experience as a Registered Dietitian,Culinary Nutrition,"Obesity & Weight Management, Diabetes/Prediabetes/Metabolic Health, GI & Digestive Health; Food Sensitivities","Sarah, a Registered Dietitian and trained chef, confidently shares her passion for wellness and nutrition by showcasing how healthy and delicious can coexist in the same dish. With her extensive experience in the Philadelphia school district and as a Wellness Manager, she utilizes many effective strategies to communicate nutrition information, encourage healthy habits, and help others reach their nutrition and health goals. Sarah firmly believes in making the healthy choice the easy choice, and she consistently strives to make health and goal attainment accessible and realistic for everyone.","I am passionate about helping people achieve their health and wellness goals through a personalized counseling approach based on empathy, evidence-based practice, and empowerment. I believe that every individual has unique nutrition needs, so I tailor my recommendations, goals, and sessions specifically to each client. I do not believe in labeling foods as good or bad, or in prescribing one style of eating for everyone. Instead, I work with a flexible approach to incorporate all of my clients' favorite foods, including sweets and treats, while encouraging them to try new food items or cooking styles. Together, we will make the healthy choice the easy choice in a way that works best for you. We will work together to reach your goals in the most realistic, positive, and achievable way. As a dietitian, my ultimate goal is to educate, empower, and support you in your health journey. We will work together to crush short-term and long-term goals and achieve a healthier, happier life!","Cooking, exercising, spending time with friends and family, and reading","French fries, broccoli, plums, goldfish crackers, Reese's cups, and grilled chicken",TRUE
673,Susan Elsaleh,"RDN, LD","TX
AZ

",English and Arabic,"University of Houston, Bachelor of Science in Human Nutrition and Foods, 2020
Wharton County Junior College, Associated of Arts in General Studies Liberal Arts, 2018",1 year of experience as a Registered Dietitian,"Weight management, Chronic Disease, Mindful Eating, Intuitive Eating","Obesity & Weight Management, Chronic Conditions","Susan is a Registered Dietitian Nutritionist based in Texas, whose goal is to find personalized and simple solutions to help clients reach their nutrition, wellness, and weight goal. She is passionate about working with clients to make healthy and sustainable diet choices that are tailored to their lifestyle.  ","I provide a non-judgmental, positive and encouraging atmosphere for my clients and use goal-based nutrition therapy to help clients achieve their desired results. I am a believer in variety and balance, as well as eating whole foods whenever possible. I look forward to helping clients on their personal wellness journey to feeling their best! ","Exploring new coffee shops, trying new recipes, and walks in the park","Tacos, soups, blueberries, and dark chocolate",TRUE
